DateNum,Date,YearMonthNum,Calendar_Quarter,MonthNum,MonthName,MonthShortName,WeekNum,DayNumOfYear,DayNumOfMonth,DayNumOfWeek,DayName,DayShortName,Quarter,YearQuarterNum,DayNumOfQuarter
20200101,1-1-2020,202001,Qtr 1,1,January,Jan,1,1,1,4,Wednesday,Wed,1,20201,1
20200102,1-2-2020,202001,Qtr 1,1,January,Jan,1,2,2,5,Thursday,Thu,1,20201,2
20200103,1-3-2020,202001,Qtr 1,1,January,Jan,1,3,3,6,Friday,Fri,1,20201,3
20200104,1-4-2020,202001,Qtr 1,1,January,Jan,1,4,4,7,Saturday,Sat,1,20201,4
20200105,1-5-2020,202001,Qtr 1,1,January,Jan,1,5,5,1,Sunday,Sun,1,20201,5
20200106,1-6-2020,202001,Qtr 1,1,January,Jan,2,6,6,2,Monday,Mon,1,20201,6
20200107,1-7-2020,202001,Qtr 1,1,January,Jan,2,7,7,3,Tuesday,Tue,1,20201,7
20200108,1-8-2020,202001,Qtr 1,1,January,Jan,2,8,8,4,Wednesday,Wed,1,20201,8
20200109,1-9-2020,202001,Qtr 1,1,January,Jan,2,9,9,5,Thursday,Thu,1,20201,9
20200110,1-10-2020,202001,Qtr 1,1,January,Jan,2,10,10,6,Friday,Fri,1,20201,10
20200111,1-11-2020,202001,Qtr 1,1,January,Jan,2,11,11,7,Saturday,Sat,1,20201,11
20200112,1-12-2020,202001,Qtr 1,1,January,Jan,2,12,12,1,Sunday,Sun,1,20201,12
20200113,1-13-2020,202001,Qtr 1,1,January,Jan,3,13,13,2,Monday,Mon,1,20201,13
20200114,1-14-2020,202001,Qtr 1,1,January,Jan,3,14,14,3,Tuesday,Tue,1,20201,14
20200115,1-15-2020,202001,Qtr 1,1,January,Jan,3,15,15,4,Wednesday,Wed,1,20201,15
20200116,1-16-2020,202001,Qtr 1,1,January,Jan,3,16,16,5,Thursday,Thu,1,20201,16
20200117,1-17-2020,202001,Qtr 1,1,January,Jan,3,17,17,6,Friday,Fri,1,20201,17
20200118,1-18-2020,202001,Qtr 1,1,January,Jan,3,18,18,7,Saturday,Sat,1,20201,18
20200119,1-19-2020,202001,Qtr 1,1,January,Jan,3,19,19,1,Sunday,Sun,1,20201,19
20200120,1-20-2020,202001,Qtr 1,1,January,Jan,4,20,20,2,Monday,Mon,1,20201,20
20200121,1-21-2020,202001,Qtr 1,1,January,Jan,4,21,21,3,Tuesday,Tue,1,20201,21
20200122,1-22-2020,202001,Qtr 1,1,January,Jan,4,22,22,4,Wednesday,Wed,1,20201,22
20200123,1-23-2020,202001,Qtr 1,1,January,Jan,4,23,23,5,Thursday,Thu,1,20201,23
20200124,1-24-2020,202001,Qtr 1,1,January,Jan,4,24,24,6,Friday,Fri,1,20201,24
20200125,1-25-2020,202001,Qtr 1,1,January,Jan,4,25,25,7,Saturday,Sat,1,20201,25
20200126,1-26-2020,202001,Qtr 1,1,January,Jan,4,26,26,1,Sunday,Sun,1,20201,26
20200127,1-27-2020,202001,Qtr 1,1,January,Jan,5,27,27,2,Monday,Mon,1,20201,27
20200128,1-28-2020,202001,Qtr 1,1,January,Jan,5,28,28,3,Tuesday,Tue,1,20201,28
20200129,1-29-2020,202001,Qtr 1,1,January,Jan,5,29,29,4,Wednesday,Wed,1,20201,29
20200130,1-30-2020,202001,Qtr 1,1,January,Jan,5,30,30,5,Thursday,Thu,1,20201,30
20200131,1-31-2020,202001,Qtr 1,1,January,Jan,5,31,31,6,Friday,Fri,1,20201,31
20200201,2-1-2020,202002,Qtr 1,2,February,Feb,5,32,1,7,Saturday,Sat,1,20201,32
20200202,2-2-2020,202002,Qtr 1,2,February,Feb,5,33,2,1,Sunday,Sun,1,20201,33
20200203,2-3-2020,202002,Qtr 1,2,February,Feb,6,34,3,2,Monday,Mon,1,20201,34
20200204,2-4-2020,202002,Qtr 1,2,February,Feb,6,35,4,3,Tuesday,Tue,1,20201,35
20200205,2-5-2020,202002,Qtr 1,2,February,Feb,6,36,5,4,Wednesday,Wed,1,20201,36
20200206,2-6-2020,202002,Qtr 1,2,February,Feb,6,37,6,5,Thursday,Thu,1,20201,37
20200207,2-7-2020,202002,Qtr 1,2,February,Feb,6,38,7,6,Friday,Fri,1,20201,38
20200208,2-8-2020,202002,Qtr 1,2,February,Feb,6,39,8,7,Saturday,Sat,1,20201,39
20200209,2-9-2020,202002,Qtr 1,2,February,Feb,6,40,9,1,Sunday,Sun,1,20201,40
20200210,2-10-2020,202002,Qtr 1,2,February,Feb,7,41,10,2,Monday,Mon,1,20201,41
20200211,2-11-2020,202002,Qtr 1,2,February,Feb,7,42,11,3,Tuesday,Tue,1,20201,42
20200212,2-12-2020,202002,Qtr 1,2,February,Feb,7,43,12,4,Wednesday,Wed,1,20201,43
20200213,2-13-2020,202002,Qtr 1,2,February,Feb,7,44,13,5,Thursday,Thu,1,20201,44
20200214,2-14-2020,202002,Qtr 1,2,February,Feb,7,45,14,6,Friday,Fri,1,20201,45
20200215,2-15-2020,202002,Qtr 1,2,February,Feb,7,46,15,7,Saturday,Sat,1,20201,46
20200216,2-16-2020,202002,Qtr 1,2,February,Feb,7,47,16,1,Sunday,Sun,1,20201,47
20200217,2-17-2020,202002,Qtr 1,2,February,Feb,8,48,17,2,Monday,Mon,1,20201,48
20200218,2-18-2020,202002,Qtr 1,2,February,Feb,8,49,18,3,Tuesday,Tue,1,20201,49
20200219,2-19-2020,202002,Qtr 1,2,February,Feb,8,50,19,4,Wednesday,Wed,1,20201,50
20200220,2-20-2020,202002,Qtr 1,2,February,Feb,8,51,20,5,Thursday,Thu,1,20201,51
20200221,2-21-2020,202002,Qtr 1,2,February,Feb,8,52,21,6,Friday,Fri,1,20201,52
20200222,2-22-2020,202002,Qtr 1,2,February,Feb,8,53,22,7,Saturday,Sat,1,20201,53
20200223,2-23-2020,202002,Qtr 1,2,February,Feb,8,54,23,1,Sunday,Sun,1,20201,54
20200224,2-24-2020,202002,Qtr 1,2,February,Feb,9,55,24,2,Monday,Mon,1,20201,55
20200225,2-25-2020,202002,Qtr 1,2,February,Feb,9,56,25,3,Tuesday,Tue,1,20201,56
20200226,2-26-2020,202002,Qtr 1,2,February,Feb,9,57,26,4,Wednesday,Wed,1,20201,57
20200227,2-27-2020,202002,Qtr 1,2,February,Feb,9,58,27,5,Thursday,Thu,1,20201,58
20200228,2-28-2020,202002,Qtr 1,2,February,Feb,9,59,28,6,Friday,Fri,1,20201,59
20200229,2-29-2020,202002,Qtr 1,2,February,Feb,9,60,29,7,Saturday,Sat,1,20201,60
20200301,3-1-2020,202003,Qtr 1,3,March,Mar,9,61,1,1,Sunday,Sun,1,20201,61
20200302,3-2-2020,202003,Qtr 1,3,March,Mar,10,62,2,2,Monday,Mon,1,20201,62
20200303,3-3-2020,202003,Qtr 1,3,March,Mar,10,63,3,3,Tuesday,Tue,1,20201,63
20200304,3-4-2020,202003,Qtr 1,3,March,Mar,10,64,4,4,Wednesday,Wed,1,20201,64
20200305,3-5-2020,202003,Qtr 1,3,March,Mar,10,65,5,5,Thursday,Thu,1,20201,65
20200306,3-6-2020,202003,Qtr 1,3,March,Mar,10,66,6,6,Friday,Fri,1,20201,66
20200307,3-7-2020,202003,Qtr 1,3,March,Mar,10,67,7,7,Saturday,Sat,1,20201,67
20200308,3-8-2020,202003,Qtr 1,3,March,Mar,10,68,8,1,Sunday,Sun,1,20201,68
20200309,3-9-2020,202003,Qtr 1,3,March,Mar,11,69,9,2,Monday,Mon,1,20201,69
20200310,3-10-2020,202003,Qtr 1,3,March,Mar,11,70,10,3,Tuesday,Tue,1,20201,70
20200311,3-11-2020,202003,Qtr 1,3,March,Mar,11,71,11,4,Wednesday,Wed,1,20201,71
20200312,3-12-2020,202003,Qtr 1,3,March,Mar,11,72,12,5,Thursday,Thu,1,20201,72
20200313,3-13-2020,202003,Qtr 1,3,March,Mar,11,73,13,6,Friday,Fri,1,20201,73
20200314,3-14-2020,202003,Qtr 1,3,March,Mar,11,74,14,7,Saturday,Sat,1,20201,74
20200315,3-15-2020,202003,Qtr 1,3,March,Mar,11,75,15,1,Sunday,Sun,1,20201,75
20200316,3-16-2020,202003,Qtr 1,3,March,Mar,12,76,16,2,Monday,Mon,1,20201,76
20200317,3-17-2020,202003,Qtr 1,3,March,Mar,12,77,17,3,Tuesday,Tue,1,20201,77
20200318,3-18-2020,202003,Qtr 1,3,March,Mar,12,78,18,4,Wednesday,Wed,1,20201,78
20200319,3-19-2020,202003,Qtr 1,3,March,Mar,12,79,19,5,Thursday,Thu,1,20201,79
20200320,3-20-2020,202003,Qtr 1,3,March,Mar,12,80,20,6,Friday,Fri,1,20201,80
20200321,3-21-2020,202003,Qtr 1,3,March,Mar,12,81,21,7,Saturday,Sat,1,20201,81
20200322,3-22-2020,202003,Qtr 1,3,March,Mar,12,82,22,1,Sunday,Sun,1,20201,82
20200323,3-23-2020,202003,Qtr 1,3,March,Mar,13,83,23,2,Monday,Mon,1,20201,83
20200324,3-24-2020,202003,Qtr 1,3,March,Mar,13,84,24,3,Tuesday,Tue,1,20201,84
20200325,3-25-2020,202003,Qtr 1,3,March,Mar,13,85,25,4,Wednesday,Wed,1,20201,85
20200326,3-26-2020,202003,Qtr 1,3,March,Mar,13,86,26,5,Thursday,Thu,1,20201,86
20200327,3-27-2020,202003,Qtr 1,3,March,Mar,13,87,27,6,Friday,Fri,1,20201,87
20200328,3-28-2020,202003,Qtr 1,3,March,Mar,13,88,28,7,Saturday,Sat,1,20201,88
20200329,3-29-2020,202003,Qtr 1,3,March,Mar,13,89,29,1,Sunday,Sun,1,20201,89
20200330,3-30-2020,202003,Qtr 1,3,March,Mar,14,90,30,2,Monday,Mon,1,20201,90
20200331,3-31-2020,202003,Qtr 1,3,March,Mar,14,91,31,3,Tuesday,Tue,1,20201,91
20200401,4-1-2020,202004,Qtr 2,4,April,Apr,14,92,1,4,Wednesday,Wed,2,20202,1
20200402,4-2-2020,202004,Qtr 2,4,April,Apr,14,93,2,5,Thursday,Thu,2,20202,2
20200403,4-3-2020,202004,Qtr 2,4,April,Apr,14,94,3,6,Friday,Fri,2,20202,3
20200404,4-4-2020,202004,Qtr 2,4,April,Apr,14,95,4,7,Saturday,Sat,2,20202,4
20200405,4-5-2020,202004,Qtr 2,4,April,Apr,14,96,5,1,Sunday,Sun,2,20202,5
20200406,4-6-2020,202004,Qtr 2,4,April,Apr,15,97,6,2,Monday,Mon,2,20202,6
20200407,4-7-2020,202004,Qtr 2,4,April,Apr,15,98,7,3,Tuesday,Tue,2,20202,7
